trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
11,1.0000,0,-76.8579,18.0947,0.6214,110.7105,28.1895,0.0050,0.9752,17.0947,0
11,1.0000,1,-76.6635,18.2244,0.6234,111.6827,28.4487,0.0051,0.9756,17.2244,0
11,1.0000,2,-74.5451,19.6366,0.6445,122.2746,31.2732,0.0058,0.9791,18.6366,0
11,1.0000,3,-78.8676,16.7550,0.6013,100.6621,25.5099,0.0056,0.9719,18.2450,0
11,1.0000,4,-80.5164,15.6558,0.5848,92.4182,23.3115,0.0062,0.9691,19.3442,0
11,1.0000,5,-82.1893,14.5404,0.5681,84.0533,21.0809,0.0067,0.9664,20.4596,0
11,1.0000,6,-72.4530,21.0313,0.6655,132.7351,34.0627,0.0065,0.9826,20.0313,0
11,2.0000,0,-77.7783,17.4811,0.6122,106.1083,26.9622,0.0053,0.9737,17.5189,0
11,2.0000,1,-76.6341,18.2439,0.6237,111.8296,28.4879,0.0051,0.9756,17.2439,0
11,2.0000,2,-72.5329,20.9780,0.6647,132.3353,33.9561,0.0065,0.9824,19.9780,0
11,2.0000,3,-74.6794,19.5471,0.6432,121.6029,31.0941,0.0058,0.9789,18.5471,0
11,2.0000,4,-76.2628,18.4915,0.6274,113.6862,28.9830,0.0052,0.9762,17.4915,0
11,2.0000,5,-78.8962,16.7359,0.6010,100.5192,25.4718,0.0056,0.9718,18.2641,0
11,2.0000,6,-73.4421,20.3719,0.6556,127.7894,32.7438,0.0062,0.9809,19.3719,0
11,3.0000,0,-78.1261,17.2493,0.6087,104.3695,26.4985,0.0054,0.9731,17.7507,0
11,3.0000,1,-77.4391,17.7073,0.6156,107.8044,27.4145,0.0051,0.9743,17.2927,0
11,3.0000,2,-73.9252,20.0499,0.6507,125.3741,32.0998,0.0060,0.9801,19.0499,0
11,3.0000,3,-74.6883,19.5411,0.6431,121.5586,31.0823,0.0058,0.9789,18.5411,0
11,3.0000,4,-78.6895,16.8737,0.6031,101.5525,25.7473,0.0056,0.9722,18.1263,0
11,3.0000,5,-73.0068,20.6621,0.6599,129.9659,33.3242,0.0063,0.9817,19.6621,0
11,3.0000,6,-73.7179,20.1881,0.6528,126.4105,32.3761,0.0061,0.9805,19.1881,0
11,4.0000,0,-81.5389,14.9741,0.5746,87.3056,21.9482,0.0065,0.9674,20.0259,0
11,4.0000,1,-73.5335,20.3110,0.6547,127.3325,32.6220,0.0062,0.9808,19.3110,0
11,4.0000,2,-73.9522,20.0318,0.6505,125.2388,32.0637,0.0060,0.9801,19.0318,0
11,4.0000,3,-75.3141,19.1239,0.6369,118.4295,30.2479,0.0056,0.9778,18.1239,0
11,4.0000,4,-76.1509,18.5661,0.6285,114.2456,29.1322,0.0053,0.9764,17.5661,0
11,4.0000,5,-74.9165,19.3890,0.6408,120.4176,30.7780,0.0057,0.9785,18.3890,0
11,4.0000,6,-84.1146,13.2569,0.5489,74.4270,18.5139,0.0074,0.9631,21.7431,0
11,5.0000,0,-75.7102,18.8599,0.6329,116.4490,29.7197,0.0054,0.9771,17.8599,0
11,5.0000,1,-76.0931,18.6046,0.6291,114.5344,29.2092,0.0053,0.9765,17.6046,0
11,5.0000,2,-79.8389,16.1074,0.5916,95.8056,24.2148,0.0059,0.9703,18.8926,0
11,5.0000,3,-77.0835,17.9443,0.6192,109.5824,27.8887,0.0050,0.9749,17.0557,0
11,5.0000,4,-77.6116,17.5923,0.6139,106.9421,27.1846,0.0052,0.9740,17.4077,0
11,5.0000,5,-74.9005,19.3997,0.6410,120.4977,30.7994,0.0057,0.9785,18.3997,0
11,5.0000,6,-76.9982,18.0012,0.6200,110.0088,28.0023,0.0050,0.9750,17.0012,0
11,6.0000,0,-77.3804,17.7464,0.6162,108.0981,27.4928,0.0051,0.9744,17.2536,0
