trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
27,1.0000,0,-76.5904,18.2731,0.6241,112.0482,28.5462,0.0051,0.9757,17.2731,0
27,1.0000,1,-77.0981,17.9346,0.6190,109.5093,27.8692,0.0050,0.9748,17.0654,0
27,1.0000,2,-78.1748,17.2168,0.6083,104.1261,26.4336,0.0054,0.9730,17.7832,0
27,1.0000,3,-77.0033,17.9978,0.6200,109.9837,27.9957,0.0050,0.9750,17.0022,0
27,1.0000,4,-78.9593,16.6938,0.6004,100.2033,25.3875,0.0057,0.9717,18.3062,0
27,1.0000,5,-75.0007,19.3329,0.6400,119.9964,30.6657,0.0057,0.9783,18.3329,0
27,1.0000,6,-75.1033,19.2645,0.6390,119.4835,30.5289,0.0056,0.9782,18.2645,0
27,2.0000,0,-75.7288,18.8475,0.6327,116.3560,29.6949,0.0054,0.9771,17.8475,0
27,2.0000,1,-80.0636,15.9576,0.5894,94.6821,23.9152,0.0060,0.9699,19.0424,0
27,2.0000,2,-79.0737,16.6175,0.5993,99.6315,25.2351,0.0057,0.9715,18.3825,0
27,2.0000,3,-80.0161,15.9893,0.5898,94.9195,23.9785,0.0060,0.9700,19.0107,0
27,2.0000,4,-80.1632,15.8912,0.5884,94.1838,23.7823,0.0061,0.9697,19.1088,0
27,2.0000,5,-78.1862,17.2092,0.6081,104.0690,26.4184,0.0054,0.9730,17.7908,0
27,2.0000,6,-77.0492,17.9672,0.6195,109.7538,27.9344,0.0050,0.9749,17.0328,0
27,3.0000,0,-74.3793,19.7472,0.6462,123.1036,31.4943,0.0059,0.9794,18.7472,0
27,3.0000,1,-76.6242,18.2506,0.6238,111.8792,28.5011,0.0051,0.9756,17.2506,0
27,3.0000,2,-75.4254,19.0497,0.6357,117.8729,30.0994,0.0055,0.9776,18.0497,0
27,3.0000,3,-82.0791,14.6139,0.5692,84.6043,21.2278,0.0067,0.9665,20.3861,0
27,3.0000,4,-79.4663,16.3558,0.5953,97.6684,24.7116,0.0058,0.9709,18.6442,0
27,3.0000,5,-77.4456,17.7030,0.6155,107.7721,27.4059,0.0051,0.9743,17.2970,0
27,3.0000,6,-79.0397,16.6402,0.5996,99.8013,25.2803,0.0057,0.9716,18.3598,0
27,4.0000,0,-77.5312,17.6458,0.6147,107.3438,27.2917,0.0052,0.9741,17.3542,0
27,4.0000,1,-85.5353,12.3098,0.5346,67.3233,16.6196,0.0078,0.9608,22.6902,0
27,4.0000,2,-81.3767,15.0822,0.5762,88.1165,22.1644,0.0065,0.9677,19.9178,0
27,4.0000,3,-77.6222,17.5852,0.6138,106.8892,27.1705,0.0052,0.9740,17.4148,0
27,4.0000,4,-75.6244,18.9171,0.6338,116.8780,29.8341,0.0055,0.9773,17.9171,0
27,4.0000,5,-79.7832,16.1446,0.5922,96.0842,24.2891,0.0059,0.9704,18.8554,0
27,4.0000,6,-77.5574,17.6284,0.6144,107.2130,27.2568,0.0052,0.9741,17.3716,0
27,5.0000,0,-74.6284,19.5811,0.6437,121.8580,31.1621,0.0058,0.9790,18.5811,0
27,5.0000,1,-73.9602,20.0265,0.6504,125.1991,32.0531,0.0060,0.9801,19.0265,0
27,5.0000,2,-80.8109,15.4594,0.5819,90.9454,22.9188,0.0063,0.9686,19.5406,0
27,5.0000,3,-75.6534,18.8978,0.6335,116.7331,29.7955,0.0054,0.9772,17.8978,0
27,5.0000,4,-82.4633,14.3578,0.5654,82.6837,20.7157,0.0068,0.9659,20.6422,0
27,5.0000,5,-77.6100,17.5934,0.6139,106.9502,27.1867,0.0052,0.9740,17.4066,0
27,5.0000,6,-79.5276,16.3150,0.5947,97.3622,24.6299,0.0058,0.9708,18.6850,0
27,6.0000,0,-73.5978,20.2681,0.6540,127.0110,32.5363,0.0061,0.9807,19.2681,0
27,6.0000,1,-77.1776,17.8816,0.6182,109.1121,27.7632,0.0051,0.9747,17.1184,0
27,6.0000,2,-73.7930,20.1380,0.6521,126.0349,32.2760,0.0061,0.9803,19.1380,0
27,6.0000,3,-73.4298,20.3801,0.6557,127.8508,32.7602,0.0062,0.9810,19.3801,0
27,6.0000,4,-79.7881,16.1413,0.5921,96.0596,24.2826,0.0059,0.9704,18.8587,0
27,6.0000,5,-74.7596,19.4936,0.6424,121.2020,30.9872,0.0057,0.9787,18.4936,0
27,6.0000,6,-76.3981,18.4013,0.6260,113.0096,28.8026,0.0052,0.9760,17.4013,0
27,7.0000,0,-74.5724,19.6184,0.6443,122.1381,31.2368,0.0058,0.9790,18.6184,0
27,7.0000,1,-76.7725,18.1517,0.6223,111.1377,28.3034,0.0051,0.9754,17.1517,0
27,7.0000,2,-73.3035,20.4643,0.6570,128.4824,32.9286,0.0062,0.9812,19.4643,0
27,7.0000,3,-78.8622,16.7586,0.6014,100.6892,25.5171,0.0056,0.9719,18.2414,0
27,7.0000,4,-75.9080,18.7280,0.6309,115.4599,29.4560,0.0054,0.9768,17.7280,0
27,7.0000,5,-76.2945,18.4704,0.6271,113.5277,28.9407,0.0052,0.9762,17.4704,0
