trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
10,1.0000,0,-79.6926,16.2049,0.5931,96.5370,24.4099,0.0059,0.9705,18.7951,0
10,1.0000,1,-79.5161,16.3226,0.5948,97.4193,24.6452,0.0058,0.9708,18.6774,0
10,1.0000,2,-78.9734,16.6844,0.6003,100.1328,25.3687,0.0057,0.9717,18.3156,0
10,1.0000,3,-73.7945,20.1370,0.6521,126.0275,32.2740,0.0061,0.9803,19.1370,0
10,1.0000,4,-79.8490,16.1007,0.5915,95.7551,24.2014,0.0059,0.9703,18.8993,0
10,1.0000,5,-78.3463,17.1025,0.6065,103.2684,26.2049,0.0054,0.9728,17.8975,0
10,1.0000,6,-75.7424,18.8384,0.6326,116.2882,29.6769,0.0054,0.9771,17.8384,0
10,2.0000,0,-77.2920,17.8053,0.6171,108.5398,27.6106,0.0051,0.9745,17.1947,0
10,2.0000,1,-75.8481,18.7680,0.6315,115.7597,29.5359,0.0054,0.9769,17.7680,0
10,2.0000,2,-78.8397,16.7735,0.6016,100.8016,25.5471,0.0056,0.9719,18.2265,0
10,2.0000,3,-78.7437,16.8375,0.6026,101.2813,25.6750,0.0056,0.9721,18.1625,0
10,2.0000,4,-81.7754,14.8164,0.5722,86.1231,21.6328,0.0066,0.9670,20.1836,0
10,2.0000,5,-79.6185,16.2543,0.5938,96.9074,24.5086,0.0059,0.9706,18.7457,0
10,2.0000,6,-78.5758,16.9494,0.6042,102.1208,25.8989,0.0055,0.9724,18.0506,0
10,3.0000,0,-78.0891,17.2740,0.6091,104.5547,26.5479,0.0054,0.9732,17.7260,0
10,3.0000,1,-80.8349,15.4434,0.5817,90.8255,22.8868,0.0063,0.9686,19.5566,0
10,3.0000,2,-77.0508,17.9662,0.6195,109.7462,27.9323,0.0050,0.9749,17.0338,0
10,3.0000,3,-76.4975,18.3350,0.6250,112.5127,28.6700,0.0052,0.9758,17.3350,0
10,3.0000,4,-73.7971,20.1353,0.6520,126.0147,32.2706,0.0061,0.9803,19.1353,0
10,3.0000,5,-73.7181,20.1879,0.6528,126.4095,32.3759,0.0061,0.9805,19.1879,0
10,3.0000,6,-78.2466,17.1689,0.6075,103.7668,26.3378,0.0054,0.9729,17.8311,0
10,4.0000,0,-74.5382,19.6412,0.6446,122.3091,31.2824,0.0058,0.9791,18.6412,0
10,4.0000,1,-74.7577,19.4949,0.6424,121.2115,30.9897,0.0057,0.9787,18.4949,0
10,4.0000,2,-78.1833,17.2111,0.6082,104.0833,26.4222,0.0054,0.9730,17.7889,0
10,4.0000,3,-73.3314,20.4458,0.6567,128.3432,32.8915,0.0062,0.9811,19.4458,0
10,4.0000,4,-81.3216,15.1190,0.5768,88.3922,22.2379,0.0064,0.9678,19.8810,0
10,4.0000,5,-80.9052,15.3965,0.5809,90.4740,22.7931,0.0063,0.9685,19.6035,0
10,4.0000,6,-81.2579,15.1614,0.5774,88.7106,22.3228,0.0064,0.9679,19.8386,0
10,5.0000,0,-78.2405,17.1730,0.6076,103.7976,26.3460,0.0054,0.9729,17.8270,0
10,5.0000,1,-82.5407,14.3062,0.5646,82.2964,20.6124,0.0068,0.9658,20.6938,0
10,5.0000,2,-74.0116,19.9923,0.6499,124.9421,31.9846,0.0060,0.9800,18.9923,0
10,5.0000,3,-76.5143,18.3238,0.6249,112.4287,28.6477,0.0052,0.9758,17.3238,0
10,5.0000,4,-74.6627,19.5582,0.6434,121.6865,31.1164,0.0058,0.9789,18.5582,0
10,5.0000,5,-69.9446,22.7036,0.6906,145.2772,37.4072,0.0074,0.9868,21.7036,0
10,5.0000,6,-80.2377,15.8415,0.5876,93.8116,23.6831,0.0061,0.9696,19.1585,0
10,6.0000,0,-78.8519,16.7654,0.6015,100.7407,25.5309,0.0056,0.9719,18.2346,0
10,6.0000,1,-74.8772,19.4152,0.6412,120.6142,30.8305,0.0057,0.9785,18.4152,0
10,6.0000,2,-74.8908,19.4062,0.6411,120.5462,30.8123,0.0057,0.9785,18.4062,0
10,6.0000,3,-75.6826,18.8783,0.6332,116.5871,29.7566,0.0054,0.9772,17.8783,0
10,6.0000,4,-80.1742,15.8839,0.5883,94.1291,23.7678,0.0061,0.9697,19.1161,0
10,6.0000,5,-71.3536,21.7643,0.6765,138.2321,35.5286,0.0069,0.9844,20.7643,0
10,6.0000,6,-76.7444,18.1704,0.6226,111.2779,28.3408,0.0051,0.9754,17.1704,0
10,7.0000,0,-72.9848,20.6768,0.6602,130.0758,33.3536,0.0063,0.9817,19.6768,0
10,7.0000,1,-75.1132,19.2579,0.6389,119.4339,30.5157,0.0056,0.9781,18.2579,0
10,7.0000,2,-72.3412,21.1059,0.6666,133.2940,34.2117,0.0066,0.9828,20.1059,0
10,7.0000,3,-75.2364,19.1757,0.6376,118.8178,30.3514,0.0056,0.9779,18.1757,0
10,7.0000,4,-74.4209,19.7194,0.6458,122.8957,31.4389,0.0059,0.9793,18.7194,0
10,7.0000,5,-78.0758,17.2828,0.6092,104.6208,26.5655,0.0054,0.9732,17.7172,0
10,7.0000,6,-78.4540,17.0307,0.6055,102.7300,26.0613,0.0055,0.9726,17.9693,0
10,8.0000,0,-75.3303,19.1131,0.6367,118.3485,30.2263,0.0056,0.9778,18.1131,0
10,8.0000,1,-79.0349,16.6434,0.5997,99.8254,25.2868,0.0057,0.9716,18.3566,0
10,8.0000,2,-76.9580,18.0280,0.6204,110.2102,28.0560,0.0050,0.9751,17.0280,0
10,8.0000,3,-79.2469,16.5021,0.5975,98.7656,25.0042,0.0057,0.9713,18.4979,0
10,8.0000,4,-79.1324,16.5784,0.5987,99.3378,25.1568,0.0057,0.9714,18.4216,0
10,8.0000,5,-75.1578,19.2282,0.6384,119.2112,30.4563,0.0056,0.9781,18.2282,0
10,8.0000,6,-75.2439,19.1708,0.6376,118.7807,30.3415,0.0056,0.9779,18.1708,0
10,9.0000,0,-76.5618,18.2921,0.6244,112.1911,28.5843,0.0051,0.9757,17.2921,0
10,9.0000,1,-74.5933,19.6045,0.6441,122.0335,31.2089,0.0058,0.9790,18.6045,0
10,9.0000,2,-72.7939,20.8041,0.6621,131.0306,33.6082,0.0064,0.9820,19.8041,0
10,9.0000,3,-79.8886,16.0742,0.5911,95.5568,24.1485,0.0060,0.9702,18.9258,0
10,9.0000,4,-73.9343,20.0438,0.6507,125.3287,32.0876,0.0060,0.9801,19.0438,0
10,9.0000,5,-79.8351,16.1100,0.5916,95.8247,24.2199,0.0059,0.9703,18.8900,0
10,9.0000,6,-77.9299,17.3801,0.6107,105.3504,26.7601,0.0053,0.9735,17.6199,0
10,10.0000,0,-78.8134,16.7911,0.6019,100.9331,25.5822,0.0056,0.9720,18.2089,0
10,10.0000,1,-73.7071,20.1953,0.6529,126.4646,32.3906,0.0061,0.9805,19.1953,0
10,10.0000,2,-77.4648,17.6901,0.6154,107.6759,27.3802,0.0052,0.9742,17.3099,0
10,10.0000,3,-76.6924,18.2051,0.6231,111.5380,28.4101,0.0051,0.9755,17.2051,0
10,10.0000,4,-78.4909,17.0061,0.6051,102.5457,26.0122,0.0055,0.9725,17.9939,0
10,10.0000,5,-74.5407,19.6395,0.6446,122.2963,31.2790,0.0058,0.9791,18.6395,0
10,10.0000,6,-77.7569,17.4954,0.6124,106.2157,26.9908,0.0053,0.9737,17.5046,0
10,11.0000,0,-72.8309,20.7794,0.6617,130.8453,33.5588,0.0064,0.9819,19.7794,0
10,11.0000,1,-76.1611,18.5593,0.6284,114.1945,29.1185,0.0053,0.9764,17.5593,0
10,11.0000,2,-75.0997,19.2669,0.6390,119.5017,30.5338,0.0056,0.9782,18.2669,0
10,11.0000,3,-78.0571,17.2952,0.6094,104.7143,26.5905,0.0054,0.9732,17.7048,0
10,11.0000,4,-71.8743,21.4171,0.6713,135.6284,34.8342,0.0067,0.9835,20.4171,0
10,11.0000,5,-77.4416,17.7056,0.6156,107.7919,27.4112,0.0051,0.9743,17.2944,0
10,11.0000,6,-73.7727,20.1515,0.6523,126.1365,32.3031,0.0061,0.9804,19.1515,0
10,12.0000,0,-72.9197,20.7202,0.6608,130.4014,33.4404,0.0064,0.9818,19.7202,0
10,12.0000,1,-78.6755,16.8830,0.6032,101.6227,25.7661,0.0056,0.9722,18.1170,0
10,12.0000,2,-78.1878,17.2082,0.6081,104.0612,26.4163,0.0054,0.9730,17.7918,0
10,12.0000,3,-77.4415,17.7057,0.6156,107.7926,27.4114,0.0051,0.9743,17.2943,0
10,12.0000,4,-80.4451,15.7033,0.5855,92.7746,23.4066,0.0061,0.9693,19.2967,0
10,12.0000,5,-74.9601,19.3599,0.6404,120.1993,30.7198,0.0057,0.9784,18.3599,0
10,12.0000,6,-70.3399,22.4400,0.6866,143.3003,36.8801,0.0072,0.9861,21.4400,0
10,13.0000,0,-74.9684,19.3544,0.6403,120.1580,30.7088,0.0057,0.9784,18.3544,0
10,13.0000,1,-73.1230,20.5847,0.6588,129.3850,33.1693,0.0063,0.9815,19.5847,0
