trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
32,1.0000,0,-77.4200,17.7200,0.6158,107.8998,27.4399,0.0051,0.9743,17.2800,0
32,1.0000,1,-77.6685,17.5544,0.6133,106.6576,27.1087,0.0052,0.9739,17.4456,0
32,1.0000,2,-69.3452,23.1032,0.6965,148.2738,38.2063,0.0076,0.9878,22.1032,0
32,1.0000,3,-77.2955,17.8030,0.6170,108.5223,27.6060,0.0051,0.9745,17.1970,0
32,1.0000,4,-74.6453,19.5698,0.6435,121.7733,31.1395,0.0058,0.9789,18.5698,0
32,1.0000,5,-76.3888,18.4074,0.6261,113.0558,28.8149,0.0052,0.9760,17.4074,0
32,1.0000,6,-75.5207,18.9862,0.6348,117.3966,29.9724,0.0055,0.9775,17.9862,0
32,2.0000,0,-73.7688,20.1541,0.6523,126.1558,32.3082,0.0061,0.9804,19.1541,0
32,2.0000,1,-78.4400,17.0400,0.6056,102.7999,26.0800,0.0055,0.9726,17.9600,0
32,2.0000,2,-72.8046,20.7969,0.6620,130.9770,33.5939,0.0064,0.9820,19.7969,0
32,2.0000,3,-76.9929,18.0047,0.6201,110.0355,28.0095,0.0050,0.9750,17.0047,0
32,2.0000,4,-80.5542,15.6306,0.5845,92.2292,23.2611,0.0062,0.9691,19.3694,0
32,2.0000,5,-82.1339,14.5774,0.5687,84.3305,21.1548,0.0067,0.9664,20.4226,0
32,2.0000,6,-79.1945,16.5370,0.5981,99.0275,25.0740,0.0057,0.9713,18.4630,0
32,3.0000,0,-77.9128,17.3915,0.6109,105.4361,26.7830,0.0053,0.9735,17.6085,0
32,3.0000,1,-75.4081,19.0612,0.6359,117.9593,30.1225,0.0055,0.9777,18.0612,0
32,3.0000,2,-78.9981,16.6679,0.6000,100.0094,25.3358,0.0057,0.9717,18.3321,0
32,3.0000,3,-75.3734,19.0844,0.6363,118.1330,30.1688,0.0055,0.9777,18.0844,0
32,3.0000,4,-75.4694,19.0204,0.6353,117.6532,30.0409,0.0055,0.9776,18.0204,0
32,3.0000,5,-81.3594,15.0938,0.5764,88.2032,22.1875,0.0065,0.9677,19.9062,0
32,3.0000,6,-74.8581,19.4279,0.6414,120.7094,30.8558,0.0057,0.9786,18.4279,0
32,4.0000,0,-76.2812,18.4792,0.6272,113.5941,28.9584,0.0052,0.9762,17.4792,0
32,4.0000,1,-75.1011,19.2659,0.6390,119.4943,30.5318,0.0056,0.9782,18.2659,0
32,4.0000,2,-68.6476,23.5683,0.7035,151.7622,39.1366,0.0078,0.9889,22.5683,0
32,4.0000,3,-77.8582,17.4278,0.6114,105.7088,26.8557,0.0053,0.9736,17.5722,0
32,4.0000,4,-74.6885,19.5410,0.6431,121.5574,31.0820,0.0058,0.9789,18.5410,0
32,4.0000,5,-75.3614,19.0924,0.6364,118.1928,30.1848,0.0055,0.9777,18.0924,0
32,4.0000,6,-71.1681,21.8879,0.6783,139.1593,35.7758,0.0069,0.9847,20.8879,0
32,5.0000,0,-73.7185,20.1876,0.6528,126.4073,32.3753,0.0061,0.9805,19.1876,0
32,5.0000,1,-75.0327,19.3115,0.6397,119.8364,30.6230,0.0057,0.9783,18.3115,0
32,5.0000,2,-80.6603,15.5598,0.5834,91.6983,23.1196,0.0062,0.9689,19.4402,0
32,5.0000,3,-75.7665,18.8223,0.6323,116.1675,29.6447,0.0054,0.9771,17.8223,0
32,5.0000,4,-76.3333,18.4444,0.6267,113.3333,28.8889,0.0052,0.9761,17.4444,0
32,5.0000,5,-78.9852,16.6766,0.6001,100.0742,25.3531,0.0057,0.9717,18.3234,0
32,5.0000,6,-71.8443,21.4371,0.6716,135.7784,34.8742,0.0067,0.9836,20.4371,0
32,6.0000,0,-78.8784,16.7477,0.6012,100.6081,25.4955,0.0056,0.9719,18.2523,0
32,6.0000,1,-78.2847,17.1435,0.6072,103.5764,26.2871,0.0054,0.9729,17.8565,0
32,6.0000,2,-70.0724,22.6184,0.6893,144.6378,37.2367,0.0073,0.9865,21.6184,0
32,6.0000,3,-80.0109,15.9928,0.5899,94.9457,23.9855,0.0060,0.9700,19.0072,0
32,6.0000,4,-75.8638,18.7575,0.6314,115.6812,29.5150,0.0054,0.9769,17.7575,0
32,6.0000,5,-79.8754,16.0830,0.5912,95.6228,24.1661,0.0060,0.9702,18.9170,0
32,6.0000,6,-78.9696,16.6869,0.6003,100.1519,25.3738,0.0057,0.9717,18.3131,0
32,7.0000,0,-76.5463,18.3025,0.6245,112.2685,28.6049,0.0052,0.9758,17.3025,0
32,7.0000,1,-77.2036,17.8643,0.6180,108.9821,27.7286,0.0051,0.9747,17.1357,0
32,7.0000,2,-74.1687,19.8875,0.6483,124.1565,31.7751,0.0059,0.9797,18.8875,0
32,7.0000,3,-81.3446,15.1036,0.5766,88.2772,22.2072,0.0064,0.9678,19.8964,0
32,7.0000,4,-79.3932,16.4045,0.5961,98.0338,24.8090,0.0058,0.9710,18.5955,0
32,7.0000,5,-80.6733,15.5511,0.5833,91.6335,23.1023,0.0062,0.9689,19.4489,0
32,7.0000,6,-71.1769,21.8821,0.6782,139.1156,35.7642,0.0069,0.9847,20.8821,0
32,8.0000,0,-78.3015,17.1323,0.6070,103.4925,26.2647,0.0054,0.9728,17.8677,0
32,8.0000,1,-72.9821,20.6786,0.6602,130.0895,33.3572,0.0063,0.9817,19.6786,0
32,8.0000,2,-81.1650,15.2233,0.5784,89.1750,22.4467,0.0064,0.9681,19.7767,0
32,8.0000,3,-74.9074,19.3951,0.6409,120.4630,30.7901,0.0057,0.9785,18.3951,0
32,8.0000,4,-81.3405,15.1063,0.5766,88.2976,22.2127,0.0064,0.9678,19.8937,0
32,8.0000,5,-70.3229,22.4514,0.6868,143.3853,36.9028,0.0072,0.9861,21.4514,0
32,8.0000,6,-76.4962,18.3359,0.6250,112.5189,28.6717,0.0052,0.9758,17.3359,0
32,9.0000,0,-74.8581,19.4279,0.6414,120.7095,30.8559,0.0057,0.9786,18.4279,0
32,9.0000,1,-73.2594,20.4937,0.6574,128.7029,32.9874,0.0062,0.9812,19.4937,0
32,9.0000,2,-76.8452,18.1032,0.6215,110.7739,28.2064,0.0051,0.9753,17.1032,0
32,9.0000,3,-85.0183,12.6545,0.5398,69.9086,17.3090,0.0077,0.9616,22.3455,0
32,9.0000,4,-77.7038,17.5308,0.6130,106.4812,27.0616,0.0052,0.9738,17.4692,0
32,9.0000,5,-73.9962,20.0025,0.6500,125.0191,32.0051,0.0060,0.9800,19.0025,0
