trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
44,1.0000,0,-79.9192,16.0539,0.5908,95.4040,24.1077,0.0060,0.9701,18.9461,0
44,1.0000,1,-78.0175,17.3217,0.6098,104.9125,26.6433,0.0053,0.9733,17.6783,0
44,1.0000,2,-73.8380,20.1080,0.6516,125.8100,32.2160,0.0061,0.9803,19.1080,0
44,1.0000,3,-79.3705,16.4196,0.5963,98.1473,24.8393,0.0058,0.9710,18.5804,0
44,1.0000,4,-77.2253,17.8498,0.6177,108.8735,27.6996,0.0051,0.9746,17.1502,0
44,1.0000,5,-72.4941,21.0039,0.6651,132.5296,34.0079,0.0065,0.9825,20.0039,0
44,1.0000,6,-77.0893,17.9405,0.6191,109.5535,27.8809,0.0050,0.9749,17.0595,0
44,2.0000,0,-75.8263,18.7825,0.6317,115.8685,29.5649,0.0054,0.9770,17.7825,0
44,2.0000,1,-79.1126,16.5916,0.5989,99.4369,25.1832,0.0057,0.9715,18.4084,0
44,2.0000,2,-76.4926,18.3383,0.6251,112.5370,28.6765,0.0052,0.9758,17.3383,0
44,2.0000,3,-77.6091,17.5939,0.6139,106.9543,27.1878,0.0052,0.9740,17.4061,0
44,2.0000,4,-74.4961,19.6692,0.6450,122.5193,31.3385,0.0058,0.9792,18.6692,0
44,2.0000,5,-78.2482,17.1678,0.6075,103.7589,26.3357,0.0054,0.9729,17.8322,0
44,2.0000,6,-83.8447,13.4369,0.5516,75.7767,18.8738,0.0073,0.9636,21.5631,0
44,3.0000,0,-77.6537,17.5642,0.6135,106.7313,27.1283,0.0052,0.9739,17.4358,0
44,3.0000,1,-74.9300,19.3800,0.6407,120.3498,30.7600,0.0057,0.9784,18.3800,0
44,3.0000,2,-77.7719,17.4854,0.6123,106.1405,26.9708,0.0053,0.9737,17.5146,0
44,3.0000,3,-75.6685,18.8877,0.6333,116.6575,29.7753,0.0054,0.9772,17.8877,0
44,3.0000,4,-80.0570,15.9620,0.5894,94.7152,23.9241,0.0060,0.9699,19.0380,0
44,3.0000,5,-73.0738,20.6175,0.6593,129.6310,33.2349,0.0063,0.9815,19.6175,0
44,3.0000,6,-77.1116,17.9256,0.6189,109.4419,27.8512,0.0050,0.9748,17.0744,0
44,4.0000,0,-80.6845,15.5437,0.5832,91.5777,23.0874,0.0062,0.9689,19.4563,0
44,4.0000,1,-80.6585,15.5610,0.5834,91.7077,23.1220,0.0062,0.9689,19.4390,0
44,4.0000,2,-80.4831,15.6779,0.5852,92.5846,23.3559,0.0062,0.9692,19.3221,0
44,4.0000,3,-78.6762,16.8826,0.6032,101.6192,25.7651,0.0056,0.9722,18.1174,0
44,4.0000,4,-75.0396,19.3069,0.6396,119.8018,30.6138,0.0057,0.9783,18.3069,0
44,4.0000,5,-76.0917,18.6055,0.6291,114.5414,29.2110,0.0053,0.9765,17.6055,0
44,4.0000,6,-77.9719,17.3521,0.6103,105.1407,26.7042,0.0053,0.9734,17.6479,0
44,5.0000,0,-75.2756,19.1496,0.6372,118.6218,30.2992,0.0056,0.9779,18.1496,0
44,5.0000,1,-73.9976,20.0016,0.6500,125.0122,32.0033,0.0060,0.9800,19.0016,0
44,5.0000,2,-80.5847,15.6102,0.5842,92.0764,23.2204,0.0062,0.9690,19.3898,0
44,5.0000,3,-74.3499,19.7667,0.6465,123.2504,31.5334,0.0059,0.9794,18.7667,0
