trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
35,1.0000,0,-76.3090,18.4607,0.6269,113.4550,28.9213,0.0052,0.9762,17.4607,0
35,1.0000,1,-73.8738,20.0841,0.6513,125.6311,32.1683,0.0060,0.9802,19.0841,0
35,1.0000,2,-84.3715,13.0856,0.5463,73.1423,18.1713,0.0075,0.9627,21.9144,0
35,1.0000,3,-77.7816,17.4789,0.6122,106.0920,26.9579,0.0053,0.9737,17.5211,0
35,1.0000,4,-75.2694,19.1537,0.6373,118.6530,30.3075,0.0056,0.9779,18.1537,0
35,1.0000,5,-80.1858,15.8762,0.5881,94.0712,23.7523,0.0061,0.9697,19.1238,0
35,1.0000,6,-79.3313,16.4458,0.5967,98.3435,24.8916,0.0058,0.9711,18.5542,0
35,2.0000,0,-71.5979,21.6014,0.6740,137.0107,35.2029,0.0068,0.9840,20.6014,0
35,2.0000,1,-80.3586,15.7609,0.5864,93.2068,23.5218,0.0061,0.9694,19.2391,0
35,2.0000,2,-78.0100,17.3267,0.6099,104.9499,26.6533,0.0053,0.9733,17.6733,0
35,2.0000,3,-74.9526,19.3649,0.6405,120.2370,30.7299,0.0057,0.9784,18.3649,0
35,2.0000,4,-76.8749,18.0834,0.6213,110.6256,28.1668,0.0050,0.9752,17.0834,0
35,2.0000,5,-78.1476,17.2349,0.6085,104.2620,26.4699,0.0054,0.9731,17.7651,0
35,2.0000,6,-75.3934,19.0711,0.6361,118.0330,30.1421,0.0055,0.9777,18.0711,0
35,3.0000,0,-80.1557,15.8962,0.5884,94.2216,23.7924,0.0061,0.9697,19.1038,0
35,3.0000,1,-73.4645,20.3570,0.6554,127.6776,32.7140,0.0062,0.9809,19.3570,0
35,3.0000,2,-76.3624,18.4251,0.6264,113.1882,28.8502,0.0052,0.9761,17.4251,0
35,3.0000,3,-79.3047,16.4635,0.5970,98.4766,24.9271,0.0058,0.9712,18.5365,0
35,3.0000,4,-75.3091,19.1273,0.6369,118.4547,30.2546,0.0056,0.9778,18.1273,0
35,3.0000,5,-77.6552,17.5632,0.6134,106.7240,27.1264,0.0052,0.9739,17.4368,0
35,3.0000,6,-78.7003,16.8665,0.6030,101.4986,25.7330,0.0056,0.9722,18.1335,0
35,4.0000,0,-78.4669,17.0220,0.6053,102.6653,26.0441,0.0055,0.9726,17.9780,0
35,4.0000,1,-75.9220,18.7187,0.6308,115.3902,29.4374,0.0054,0.9768,17.7187,0
35,4.0000,2,-73.2016,20.5323,0.6580,128.9922,33.0646,0.0063,0.9813,19.5323,0
35,4.0000,3,-73.4731,20.3513,0.6553,127.6344,32.7025,0.0062,0.9809,19.3513,0
35,4.0000,4,-73.5945,20.2703,0.6541,127.0274,32.5406,0.0061,0.9807,19.2703,0
35,4.0000,5,-75.7696,18.8202,0.6323,116.1519,29.6405,0.0054,0.9771,17.8202,0
35,4.0000,6,-78.9723,16.6851,0.6003,100.1385,25.3703,0.0057,0.9717,18.3149,0
35,5.0000,0,-74.6929,19.5381,0.6431,121.5356,31.0762,0.0058,0.9788,18.5381,0
35,5.0000,1,-76.7741,18.1506,0.6223,111.1295,28.3012,0.0051,0.9754,17.1506,0
35,5.0000,2,-72.8515,20.7657,0.6615,130.7427,33.5314,0.0064,0.9819,19.7657,0
35,5.0000,3,-70.6007,22.2662,0.6840,141.9963,36.5323,0.0071,0.9857,21.2662,0
35,5.0000,4,-76.7334,18.1777,0.6227,111.3328,28.3554,0.0051,0.9754,17.1777,0
35,5.0000,5,-82.3952,14.4032,0.5660,83.0238,20.8064,0.0068,0.9660,20.5968,0
35,5.0000,6,-74.2990,19.8007,0.6470,123.5052,31.6014,0.0059,0.9795,18.8007,0
35,6.0000,0,-76.1776,18.5483,0.6282,114.1121,29.0966,0.0053,0.9764,17.5483,0
35,6.0000,1,-76.5016,18.3323,0.6250,112.4919,28.6645,0.0052,0.9758,17.3323,0
35,6.0000,2,-73.8128,20.1248,0.6519,125.9360,32.2496,0.0061,0.9803,19.1248,0
35,6.0000,3,-71.0023,21.9984,0.6800,139.9883,35.9969,0.0070,0.9850,20.9984,0
35,6.0000,4,-77.0095,17.9937,0.6199,109.9526,27.9874,0.0050,0.9750,17.0063,0
35,6.0000,5,-78.3303,17.1131,0.6067,103.3485,26.2263,0.0054,0.9728,17.8869,0
35,6.0000,6,-80.1457,15.9029,0.5885,94.2717,23.8058,0.0060,0.9698,19.0971,0
35,7.0000,0,-76.7007,18.1996,0.6230,111.4967,28.3991,0.0051,0.9755,17.1996,0
35,7.0000,1,-76.4706,18.3529,0.6253,112.6469,28.7058,0.0052,0.9759,17.3529,0
35,7.0000,2,-75.2360,19.1760,0.6376,118.8202,30.3520,0.0056,0.9779,18.1760,0
35,7.0000,3,-77.6347,17.5769,0.6137,106.8264,27.1537,0.0052,0.9739,17.4231,0
35,7.0000,4,-78.1675,17.2216,0.6083,104.1623,26.4433,0.0054,0.9731,17.7784,0
35,7.0000,5,-73.0904,20.6064,0.6591,129.5481,33.2128,0.0063,0.9815,19.6064,0
35,7.0000,6,-79.6660,16.2227,0.5933,96.6702,24.4454,0.0059,0.9706,18.7773,0
35,8.0000,0,-71.6863,21.5424,0.6731,136.5683,35.0849,0.0068,0.9839,20.5424,0
35,8.0000,1,-77.6364,17.5758,0.6136,106.8182,27.1515,0.0052,0.9739,17.4242,0
35,8.0000,2,-78.2890,17.1407,0.6071,103.5552,26.2814,0.0054,0.9729,17.8593,0
35,8.0000,3,-77.7718,17.4855,0.6123,106.1411,26.9710,0.0053,0.9737,17.5145,0
35,8.0000,4,-82.7599,14.1601,0.5624,81.2005,20.3201,0.0069,0.9654,20.8399,0
35,8.0000,5,-78.7145,16.8570,0.6029,101.4275,25.7140,0.0056,0.9721,18.1430,0
35,8.0000,6,-77.2277,17.8482,0.6177,108.8614,27.6964,0.0051,0.9746,17.1518,0
35,9.0000,0,-71.6997,21.5335,0.6730,136.5014,35.0670,0.0068,0.9838,20.5335,0
35,9.0000,1,-74.0913,19.9392,0.6491,124.5437,31.8783,0.0060,0.9798,18.9392,0
35,9.0000,2,-75.8421,18.7719,0.6316,115.7893,29.5438,0.0054,0.9769,17.7719,0
35,9.0000,3,-78.1335,17.2444,0.6087,104.3327,26.4887,0.0054,0.9731,17.7556,0
35,9.0000,4,-75.7364,18.8424,0.6326,116.3178,29.6848,0.0054,0.9771,17.8424,0
35,9.0000,5,-76.5891,18.2739,0.6241,112.0543,28.5478,0.0051,0.9757,17.2739,0
35,9.0000,6,-79.0795,16.6137,0.5992,99.6026,25.2274,0.0057,0.9715,18.3863,0
35,10.0000,0,-73.3734,20.4178,0.6563,128.1332,32.8355,0.0062,0.9810,19.4178,0
35,10.0000,1,-76.0082,18.6612,0.6299,114.9588,29.3223,0.0053,0.9767,17.6612,0
35,10.0000,2,-75.2940,19.1373,0.6371,118.5301,30.2747,0.0056,0.9778,18.1373,0
35,10.0000,3,-81.8760,14.7493,0.5712,85.6201,21.4987,0.0066,0.9669,20.2507,0
35,10.0000,4,-78.5406,16.9730,0.6046,102.2972,25.9459,0.0055,0.9724,18.0270,0
35,10.0000,5,-73.8699,20.0867,0.6513,125.6504,32.1735,0.0060,0.9802,19.0867,0
35,10.0000,6,-78.6536,16.8976,0.6035,101.7321,25.7952,0.0056,0.9722,18.1024,0
35,11.0000,0,-77.6259,17.5828,0.6137,106.8707,27.1655,0.0052,0.9740,17.4172,0
35,11.0000,1,-73.7014,20.1990,0.6530,126.4928,32.3981,0.0061,0.9805,19.1990,0
35,11.0000,2,-76.6148,18.2568,0.6239,111.9261,28.5136,0.0051,0.9756,17.2568,0
35,11.0000,3,-79.1276,16.5816,0.5987,99.3622,25.1633,0.0057,0.9715,18.4184,0
35,11.0000,4,-80.5407,15.6395,0.5846,92.2963,23.2790,0.0062,0.9691,19.3605,0
35,11.0000,5,-77.8339,17.4441,0.6117,105.8307,26.8882,0.0053,0.9736,17.5559,0
35,11.0000,6,-72.8369,20.7754,0.6616,130.8155,33.5508,0.0064,0.9819,19.7754,0
35,12.0000,0,-77.1624,17.8918,0.6184,109.1881,27.7835,0.0051,0.9747,17.1082,0
35,12.0000,1,-78.1954,17.2030,0.6080,104.0228,26.4061,0.0054,0.9730,17.7970,0
35,12.0000,2,-73.5794,20.2804,0.6542,127.1032,32.5608,0.0061,0.9807,19.2804,0
35,12.0000,3,-74.7151,19.5232,0.6428,121.4244,31.0465,0.0058,0.9788,18.5232,0
35,12.0000,4,-75.6073,18.9285,0.6339,116.9634,29.8569,0.0055,0.9773,17.9285,0
35,12.0000,5,-76.5110,18.3260,0.6249,112.4448,28.6519,0.0052,0.9758,17.3260,0
35,12.0000,6,-68.6060,23.5960,0.7039,151.9699,39.1920,0.0078,0.9890,22.5960,0
35,13.0000,0,-75.6719,18.8854,0.6333,116.6407,29.7709,0.0054,0.9772,17.8854,0
35,13.0000,1,-72.5170,20.9886,0.6648,132.4148,33.9773,0.0065,0.9825,19.9886,0
35,13.0000,2,-74.3595,19.7604,0.6464,123.2027,31.5207,0.0059,0.9794,18.7604,0
35,13.0000,3,-70.9174,22.0551,0.6808,140.4132,36.1102,0.0070,0.9851,21.0551,0
35,13.0000,4,-74.9481,19.3679,0.6405,120.2594,30.7358,0.0057,0.9784,18.3679,0
35,13.0000,5,-79.7775,16.1483,0.5922,96.1124,24.2966,0.0059,0.9704,18.8517,0
35,13.0000,6,-80.0044,15.9971,0.5900,94.9782,23.9942,0.0060,0.9700,19.0029,0
35,14.0000,0,-75.6154,18.9230,0.6338,116.9228,29.8461,0.0055,0.9773,17.9230,0
35,14.0000,1,-76.3699,18.4201,0.6263,113.1504,28.8401,0.0052,0.9761,17.4201,0
35,14.0000,2,-79.0012,16.6658,0.6000,99.9938,25.3317,0.0057,0.9717,18.3342,0
35,14.0000,3,-77.5260,17.6493,0.6147,107.3699,27.2986,0.0052,0.9741,17.3507,0
35,14.0000,4,-77.6721,17.5519,0.6133,106.6396,27.1039,0.0052,0.9739,17.4481,0
35,14.0000,5,-72.9610,20.6927,0.6604,130.1952,33.3854,0.0063,0.9817,19.6927,0
