trial,time,gnb_id,rsrp_avg_dbm,sinr_avg_db,prb_utilisation,dl_throughput_mbps,ul_throughput_mbps,packet_loss_rate,handover_success_rate,latency_avg_ms,fault_label
2,1.0000,0,-76.2614,18.4924,0.6274,113.6932,28.9849,0.0052,0.9762,17.4924,0
2,1.0000,1,-77.5042,17.6639,0.6150,107.4791,27.3278,0.0052,0.9742,17.3361,0
2,1.0000,2,-70.1026,22.5983,0.6890,144.4870,37.1965,0.0073,0.9865,21.5983,0
2,1.0000,3,-79.6200,16.2534,0.5938,96.9002,24.5067,0.0059,0.9706,18.7466,0
2,1.0000,4,-73.4251,20.3833,0.6557,127.8747,32.7666,0.0062,0.9810,19.3833,0
2,1.0000,5,-81.9457,14.7028,0.5705,85.2713,21.4057,0.0066,0.9668,20.2972,0
2,1.0000,6,-79.3856,16.4096,0.5961,98.0718,24.8191,0.0058,0.9710,18.5904,0
2,2.0000,0,-77.6804,17.5464,0.6132,106.5981,27.0928,0.0052,0.9739,17.4536,0
2,2.0000,1,-77.3848,17.7435,0.6162,108.0761,27.4869,0.0051,0.9744,17.2565,0
2,2.0000,2,-76.1399,18.5734,0.6286,114.3006,29.1468,0.0053,0.9764,17.5734,0
2,2.0000,3,-77.9774,17.3484,0.6102,105.1132,26.6969,0.0053,0.9734,17.6516,0
2,2.0000,4,-70.3601,22.4266,0.6864,143.1994,36.8532,0.0072,0.9861,21.4266,0
2,2.0000,5,-74.4941,19.6706,0.6451,122.5294,31.3412,0.0058,0.9792,18.6706,0
2,2.0000,6,-80.5476,15.6349,0.5845,92.2621,23.2699,0.0062,0.9691,19.3651,0
2,3.0000,0,-79.2492,16.5005,0.5975,98.7539,25.0010,0.0057,0.9713,18.4995,0
2,3.0000,1,-70.4097,22.3935,0.6859,142.9513,36.7870,0.0072,0.9860,21.3935,0
2,3.0000,2,-80.3658,15.7561,0.5863,93.1708,23.5122,0.0061,0.9694,19.2439,0
2,3.0000,3,-70.5953,22.2698,0.6840,142.0233,36.5395,0.0071,0.9857,21.2698,0
2,3.0000,4,-81.4680,15.0213,0.5753,87.6599,22.0426,0.0065,0.9676,19.9787,0
2,3.0000,5,-78.0595,17.2937,0.6094,104.7024,26.5873,0.0054,0.9732,17.7063,0
2,3.0000,6,-69.5118,22.9921,0.6949,147.4408,37.9842,0.0075,0.9875,21.9921,0
2,4.0000,0,-76.0839,18.6107,0.6292,114.5803,29.2214,0.0053,0.9765,17.6107,0
2,4.0000,1,-74.6465,19.5690,0.6435,121.7677,31.1381,0.0058,0.9789,18.5690,0
2,4.0000,2,-76.8044,18.1304,0.6220,110.9781,28.2608,0.0051,0.9753,17.1304,0
2,4.0000,3,-73.3363,20.4425,0.6566,128.3185,32.8849,0.0062,0.9811,19.4425,0
2,4.0000,4,-79.3562,16.4292,0.5964,98.2191,24.8584,0.0058,0.9711,18.5708,0
2,4.0000,5,-74.2210,19.8527,0.6478,123.8949,31.7053,0.0059,0.9796,18.8527,0
2,4.0000,6,-79.4611,16.3593,0.5954,97.6944,24.7185,0.0058,0.9709,18.6407,0
2,5.0000,0,-78.2170,17.1887,0.6078,103.9150,26.3773,0.0054,0.9730,17.8113,0
2,5.0000,1,-72.0103,21.3265,0.6699,134.9485,34.6529,0.0067,0.9833,20.3265,0
2,5.0000,2,-79.0419,16.6387,0.5996,99.7906,25.2775,0.0057,0.9716,18.3613,0
2,5.0000,3,-75.9637,18.6909,0.6304,115.1816,29.3818,0.0053,0.9767,17.6909,0
2,5.0000,4,-77.5072,17.6619,0.6149,107.4642,27.3238,0.0052,0.9742,17.3381,0
2,5.0000,5,-74.0434,19.9711,0.6496,124.7832,31.9422,0.0060,0.9799,18.9711,0
2,5.0000,6,-81.6080,14.9280,0.5739,86.9600,21.8560,0.0065,0.9673,20.0720,0
2,6.0000,0,-70.8771,22.0820,0.6812,140.6146,36.1639,0.0070,0.9852,21.0820,0
2,6.0000,1,-81.9210,14.7193,0.5708,85.3948,21.4386,0.0066,0.9668,20.2807,0
2,6.0000,2,-74.6483,19.5678,0.6435,121.7583,31.1355,0.0058,0.9789,18.5678,0
2,6.0000,3,-73.0705,20.6197,0.6593,129.6477,33.2394,0.0063,0.9815,19.6197,0
2,6.0000,4,-74.2178,19.8548,0.6478,123.9109,31.7096,0.0059,0.9796,18.8548,0
2,6.0000,5,-79.1327,16.5782,0.5987,99.3364,25.1564,0.0057,0.9714,18.4218,0
2,6.0000,6,-78.8715,16.7524,0.6013,100.6427,25.5047,0.0056,0.9719,18.2476,0
2,7.0000,0,-72.8411,20.7726,0.6616,130.7947,33.5453,0.0064,0.9819,19.7726,0
2,7.0000,1,-76.8548,18.0968,0.6215,110.7258,28.1935,0.0050,0.9752,17.0968,0
2,7.0000,2,-78.6491,16.9006,0.6035,101.7546,25.8012,0.0055,0.9723,18.0994,0
2,7.0000,3,-78.8565,16.7624,0.6014,100.7177,25.5247,0.0056,0.9719,18.2376,0
2,7.0000,4,-76.3444,18.4371,0.6266,113.2780,28.8741,0.0052,0.9761,17.4371,0
2,7.0000,5,-79.5246,16.3169,0.5948,97.3771,24.6339,0.0058,0.9708,18.6831,0
2,7.0000,6,-75.8046,18.7969,0.6320,115.9769,29.5938,0.0054,0.9770,17.7969,0
2,8.0000,0,-78.4401,17.0400,0.6056,102.7997,26.0799,0.0055,0.9726,17.9600,0
2,8.0000,1,-75.1714,19.2191,0.6383,119.1429,30.4381,0.0056,0.9780,18.2191,0
2,8.0000,2,-82.0497,14.6335,0.5695,84.7514,21.2670,0.0067,0.9666,20.3665,0
2,8.0000,3,-86.5217,11.6522,0.5248,62.3914,15.3044,0.0082,0.9591,23.3478,0
2,8.0000,4,-76.3303,18.4465,0.6267,113.3487,28.8930,0.0052,0.9761,17.4465,0
2,8.0000,5,-77.9838,17.3441,0.6102,105.0810,26.6883,0.0053,0.9734,17.6559,0
2,8.0000,6,-74.9696,19.3536,0.6403,120.1518,30.7072,0.0057,0.9784,18.3536,0
2,9.0000,0,-74.2764,19.8157,0.6472,123.6180,31.6315,0.0059,0.9795,18.8157,0
2,9.0000,1,-75.7385,18.8410,0.6326,116.3075,29.6820,0.0054,0.9771,17.8410,0
2,9.0000,2,-71.9895,21.3403,0.6701,135.0525,34.6807,0.0067,0.9834,20.3403,0
2,9.0000,3,-76.7253,18.1831,0.6227,111.3734,28.3662,0.0051,0.9755,17.1831,0
2,9.0000,4,-74.9524,19.3651,0.6405,120.2380,30.7301,0.0057,0.9784,18.3651,0
2,9.0000,5,-74.6965,19.5356,0.6430,121.5174,31.0713,0.0058,0.9788,18.5356,0
2,9.0000,6,-82.3259,14.4494,0.5667,83.3706,20.8988,0.0068,0.9661,20.5506,0
2,10.0000,0,-80.8094,15.4604,0.5819,90.9532,22.9209,0.0063,0.9687,19.5396,0
2,10.0000,1,-77.3840,17.7440,0.6162,108.0802,27.4880,0.0051,0.9744,17.2560,0
2,10.0000,2,-76.3110,18.4593,0.6269,113.4448,28.9186,0.0052,0.9761,17.4593,0
2,10.0000,3,-78.4160,17.0560,0.6058,102.9199,26.1120,0.0055,0.9726,17.9440,0
